GKSL,WKL,GKSL_encoded,WKL_encoded
남자 아기 1 빼다 10 이해 가능,남자아이는 하나를 빼면 열을 알았다,"[2, 1423, 3093, 5561, 529, 2564, 5782, 533, 3752, 737, 3]","[2, 1423, 6804, 5760, 4928, 6116, 2564, 6198, 3358, 7088, 3166, 6828, 3]"
아빠 방학 때 집 시골 보내다,아빠는 방학이면 집을 시골에 보냈다,"[2, 3114, 2267, 7821, 1844, 4384, 2959, 5446, 2363, 5782, 3]","[2, 3114, 5760, 2267, 7821, 7096, 6198, 4384, 7088, 2959, 5446, 6896, 2365, 3]"
눈 몸 끼다,눈에 몸이 끼었어요.,"[2, 1535, 2084, 1369, 5782, 3]","[2, 1540, 2084, 7096, 1369, 6885, 6857, 54, 3]"
아기 돌 보석 갇히다,아이가 옥에 갇혔어요.,"[2, 3093, 5561, 1732, 2355, 6557, 517, 5339, 7996, 5782, 3]","[2, 3121, 5330, 3436, 6896, 517, 5339, 7919, 6857, 54, 3]"
소화 잘 안되다,소화가 안되네요.,"[2, 2854, 3942, 3135, 5886, 5782, 3]","[2, 2854, 5330, 3135, 5886, 5703, 54, 3]"
발 지갑 발바닥,지갑을 접질렀어요.,"[2, 2235, 4297, 5345, 2235, 6273, 5786, 3]","[2, 4297, 5345, 7088, 4086, 7350, 6046, 6857, 54, 3]"
소매 날다 잃어버리다 ?,날개를 잃어버리셨나요?,"[2, 2822, 6168, 1407, 5782, 517, 7135, 6855, 6324, 5782, 633, 3]","[2, 1407, 5361, 517, 7135, 6855, 6324, 6604, 5655, 6999, 258, 3]"
아빠 글자 뜻 생기다 모두 기억,아버지는 그 글을 기억하고 계셨다,"[2, 3114, 1231, 7147, 1872, 2710, 5782, 2047, 1291, 3]","[2, 3112, 5760, 1185, 1234, 1291, 7788, 980, 6604, 5782, 3]"
아이 낳다 오다,아이를 낳을것 같아요.,"[2, 3121, 1433, 5782, 3417, 5782, 3]","[2, 3121, 6116, 1433, 7088, 5398, 832, 6999, 54, 3]"
사랑 너 배달 맡다,사랑은 네가 배달을 맡아,"[2, 2590, 1457, 2287, 5793, 1980, 5782, 3]","[2, 2590, 7086, 1469, 5330, 2287, 5793, 7088, 1982, 3]"
정리 끝 너무 어렵다,마무리가 너무 어려웠다,"[2, 4101, 1363, 1458, 3232, 3]","[2, 1914, 5330, 1458, 3220, 6060, 7037, 3]"
뒤 보다,뒤를 보다,"[2, 1783, 2368, 3]","[2, 1783, 6116, 2368, 3]"
여자 돈 없다 혼자 자녀 3 키우다,그녀는 돈없이 혼자 세 자녀를 키워냈다,"[2, 3318, 1730, 3273, 5102, 3891, 589, 4695, 5782, 3]","[2, 1190, 5760, 1730, 6883, 5102, 2801, 3891, 6116, 4696, 5687, 3]"
북 부 곳 저기 다음 도착 내리다,북부정류장 지나서 내려주세요.,"[2, 2462, 2423, 1021, 3990, 5561, 1577, 1723, 1444, 5782, 3]","[2, 517, 6414, 7227, 6107, 7178, 4303, 6553, 1442, 7282, 54, 3]"
돈 농담 ?,농담인가요?,"[2, 1730, 1507, 5798, 633, 3]","[2, 1507, 5798, 7119, 5330, 6999, 258, 3]"
바다 가깝다 곳 사람 물고기 오다,해안가에 인어가 나타났어요.,"[2, 2191, 517, 5330, 5599, 5782, 1021, 2584, 2135, 5439, 5561, 3417, 5782, 3]","[2, 4998, 6812, 5330, 6896, 3758, 6855, 5330, 1370, 7581, 5671, 6857, 54, 3]"
말 시간 딱,제시간에 말합니다.,"[2, 1958, 2962, 517, 5960, 3]","[2, 4128, 6706, 6896, 1958, 7843, 54, 3]"
도움 불량 잘 안되다 ?,도움이 안되나요?,"[2, 1717, 2485, 6035, 3942, 3135, 5886, 5782, 633, 3]","[2, 1719, 3135, 5886, 5655, 6999, 258, 3]"
오락 놀다 ?,게임 좀 켜드릴까요?,"[2, 3417, 6015, 1504, 5782, 633, 3]","[2, 926, 4196, 517, 7530, 5920, 6135, 5591, 6999, 258, 3]"
요즘 오빠 매일 아침 아침 대회 하다,요즘 오빠는 매일 아침 조회을 한다,"[2, 3489, 3429, 1996, 3130, 3130, 1694, 4932, 3]","[2, 3489, 3429, 5760, 1996, 3130, 4162, 7953, 7088, 4965, 3]"
서로 성격 다르다 싸우다 많다,성격이 달라서 많이 싸웠다,"[2, 2720, 2782, 1566, 3076, 7005, 5782, 1951, 3]","[2, 2782, 7096, 1598, 6553, 1956, 3076, 7037, 3]"
버스 무엇 곳 ?,시내버스 승강장은 무엇에 있습니까?,"[2, 2305, 2095, 6884, 1021, 633, 3]","[2, 2959, 5678, 6326, 2949, 5350, 7186, 2095, 6884, 6896, 3854, 6700, 258, 3]"
너 받다,널 받을게,"[2, 1457, 2220, 5782, 3]","[2, 517, 5696, 2233, 5400, 3]"
여성 술 마시다 때문에 고생,여성이 술을 마시기 때문에 힘들다,"[2, 3312, 2918, 1907, 6705, 5782, 1849, 993, 6542, 3]","[2, 3312, 7096, 2918, 7088, 1907, 6705, 5561, 1849, 5213, 5782, 3]"
나이 종합 예약 부탁,세브란스 종합 진료 예약을 해주세요.,"[2, 1397, 4203, 3411, 2458, 3]","[2, 2801, 6432, 6016, 6664, 4203, 4362, 3411, 7088, 4998, 7282, 54, 3]"
남편 닭 국수 마시다 때문에 고생,남편이 라면을 마시기 때문에 힘들다,"[2, 1425, 517, 5796, 1132, 6629, 1907, 6705, 5782, 1849, 993, 6542, 3]","[2, 1425, 7096, 517, 6009, 7088, 1907, 6705, 5561, 1849, 5213, 5782, 3]"
미안 다시 일 발생 생기다 아니다 주의,죄송합니다 다신 이런 사건이 없도록 주의하겠습니다.,"[2, 2149, 6812, 1574, 3803, 2243, 2710, 5782, 3100, 4213, 7095, 3]","[2, 4212, 6621, 7843, 1562, 6733, 3672, 2574, 7096, 3276, 4213, 7095, 7782, 5409, 54, 3]"
오늘 일 나 막다,이번 임무는 내가 직접 막는다,"[2, 3419, 3803, 1370, 1927, 5782, 3]","[2, 3697, 3826, 6228, 5760, 1435, 4358, 1927, 5760, 5782, 3]"
소 돼지 키우다 검사 이야기 곳 ?,축산관계자 이야기는 어디서 하나요?,"[2, 2822, 1761, 7318, 4695, 5782, 897, 3714, 1021, 633, 3]","[2, 4561, 6516, 5475, 7147, 3714, 5760, 3223, 6553, 4928, 6999, 258, 3]"
일 모임 사라지다 실종,일부를 분실하였습니다.,"[2, 3803, 2044, 7136, 2583, 5782, 3051, 3]","[2, 3811, 6116, 2468, 6738, 7782, 6948, 54, 3]"
지다 대표 위쪼이다 아프다,대사가 꼬이듯 아픕니다.,"[2, 4297, 5782, 1674, 3552, 7375, 7100, 3093, 7753, 5782, 3]","[2, 1650, 5330, 517, 5615, 7096, 5943, 3093, 0, 5772, 54, 3]"
길 저기 곳 다음 도착 차내리다 ?,길 지나서 내려드릴까요?,"[2, 1315, 3990, 5561, 1021, 1577, 1723, 4402, 5678, 6122, 5782, 633, 3]","[2, 1315, 4303, 6553, 1442, 5920, 6135, 5591, 6999, 258, 3]"
물건 이용 곳 ?,물건을 이용해서 붙이고 싶은데 어디서 하나요?,"[2, 2137, 3726, 1021, 633, 3]","[2, 2137, 7088, 3730, 6553, 2503, 7096, 5439, 3075, 5850, 3223, 6553, 4928, 6999, 258, 3]"
총 차 트렁크열다 나르다 ?,트렁크에 총을 넣을까요?,"[2, 4512, 4402, 4773, 6048, 7565, 6940, 5782, 1370, 6113, 5782, 633, 3]","[2, 4773, 6048, 7565, 6896, 4512, 7088, 1467, 7088, 5591, 6999, 258, 3]"
광고 하다 원하다 돈 얼마,광고를 하고 싶은데 가격이 얼마나 되나요,"[2, 1097, 4932, 3533, 7798, 1730, 3252, 3]","[2, 1097, 6116, 4926, 3075, 5850, 730, 3253, 1763, 5655, 6999, 3]"
나중 가다 엄마 계시다 아니다,나중에 와보니 엄마가 안 계셨다,"[2, 1370, 7295, 517, 5330, 5782, 3257, 980, 6705, 5782, 3100, 3]","[2, 1398, 517, 6983, 6370, 3257, 5330, 3135, 980, 6604, 5782, 3]"
배고프다 하다 무엇,배고픈데 뭐 하을까,"[2, 2287, 5439, 7753, 5782, 4932, 2095, 6884, 3]","[2, 2287, 5439, 7760, 5850, 2145, 4924, 7088, 5591, 3]"
신분당 집 무엇 ?,신분당선을 타는 집은 어디인가요?,"[2, 3018, 5804, 4384, 2095, 6884, 633, 3]","[2, 3018, 5804, 6564, 4698, 5760, 4384, 7086, 3223, 7119, 5330, 6999, 258, 3]"
언니 마음 잊다,언니의 마음을 잊었다,"[2, 3241, 5770, 1917, 517, 7145, 5782, 3]","[2, 3241, 5770, 7095, 1918, 517, 7145, 6888, 3]"
행동 계속 너무 힘들다,진행이 너무 힘들다,"[2, 5023, 984, 1458, 5213, 5782, 3]","[2, 4370, 7096, 1458, 5213, 5782, 3]"
방 너무 넓다 혼자 계절 춥다 무섭다,방이 혼자 쓰기에 너무 넓어서 겨울에는 무섭다,"[2, 2267, 1458, 1459, 5782, 5102, 988, 517, 7470, 5782, 2095, 6570, 5782, 3]","[2, 2267, 7096, 5102, 3084, 5579, 1458, 1459, 6855, 6553, 930, 6900, 2095, 6570, 5782, 3]"
껌 포장 어디 곳 ?,껌을 포장해서 붙이고 싶은데 어디서 하나요?,"[2, 517, 5607, 4856, 7178, 3223, 1021, 633, 3]","[2, 517, 5607, 7088, 4856, 7178, 7850, 2503, 7096, 5439, 3075, 5850, 3223, 6553, 4928, 6999, 258, 3]"
미안 정보 들다 없다,정보를 들을 수 없습니다.,"[2, 2149, 6812, 4103, 1801, 5782, 3273, 3]","[2, 4104, 517, 5938, 2872, 3270, 6701, 54, 3]"
다르다 나라 인터넷 신청 무엇 ?,로밍센터는 무엇에 있습니까?,"[2, 1566, 1376, 3794, 3030, 2095, 6884, 633, 3]","[2, 517, 6079, 6270, 6593, 5760, 2095, 6884, 6896, 3854, 6700, 258, 3]"
선물 짐 맡기다 가능 ?,선물을 위탁 수하물로 보낼 수 있나요?,"[2, 2740, 4383, 1980, 5561, 5782, 737, 633, 3]","[2, 2740, 7088, 3565, 2872, 7782, 6241, 6079, 2355, 5683, 2872, 3854, 5655, 6999, 258, 3]"
소문 듣다 하지마,소문을 듣지마,"[2, 2822, 6234, 1799, 5782, 4945, 6141, 3]","[2, 2822, 6235, 1799, 7318, 6141, 3]"
다음 너 배달 맡다,다음은 네가 배달을 맡아,"[2, 1577, 1457, 2287, 5793, 1980, 5782, 3]","[2, 1577, 7086, 1469, 5330, 2287, 5793, 7088, 1982, 3]"
주변 집 붕괴,근처에 있는 집이 붕괴되고 있어요.,"[2, 4229, 4384, 2502, 3]","[2, 1229, 6896, 3860, 4384, 7096, 2502, 5887, 3868, 6999, 54, 3]"
중앙 전 저기 곳 내리다,중앙정류장 못가서 내려주세요.,"[2, 4269, 4012, 3990, 5561, 1021, 1444, 5782, 3]","[2, 4269, 7227, 6107, 7178, 2086, 5330, 6553, 1442, 7282, 54, 3]"
길 실종 잃어버리다 ?,길을 잃어버리셨나요?,"[2, 1315, 3051, 517, 7135, 6855, 6324, 5782, 633, 3]","[2, 1315, 7088, 517, 7135, 6855, 6324, 6604, 5655, 6999, 258, 3]"
쌍둥이 낳다 그렇다면 사랑 고생 더 2배,쌍둥이를 낳으면 사랑과 고생은 두배이다,"[2, 517, 6759, 5913, 7096, 1433, 5782, 1185, 6049, 5784, 2590, 993, 6542, 1698, 553, 6312, 3]","[2, 517, 6759, 5913, 7096, 6116, 1433, 7083, 2590, 5468, 993, 6542, 7086, 1773, 6312, 7100, 3]"
주간 마지막 또 오다 부탁,주말에 또 이용해 주세요.,"[2, 4213, 5337, 1919, 1861, 3417, 5782, 2458, 3]","[2, 4223, 6896, 1861, 3730, 517, 7282, 54, 3]"
입학 시험 합격 기쁘다 불면증,입시에 합격된 것이 기뻐서 잠이 오지 않는다,"[2, 3851, 3005, 4985, 1258, 6488, 5782, 2485, 6198, 7316, 3]","[2, 3836, 6705, 6896, 4985, 5899, 912, 1258, 6471, 6553, 3945, 7096, 3417, 7318, 3152, 3]"
나 가능 사람 무엇,내가 할 수 있는 사람이 뭐가 있을까,"[2, 1370, 737, 2584, 2095, 6884, 3]","[2, 1435, 4977, 2872, 3860, 2589, 2145, 5330, 3881, 3]"
영어 잘 안되다 ?,영어가 안되나요?,"[2, 3381, 3942, 3135, 5886, 5782, 633, 3]","[2, 3381, 5330, 3135, 5886, 5655, 6999, 258, 3]"
약속,약속했어,"[2, 3213, 3]","[2, 3213, 7864, 6855, 3]"
언니 속 불 같다 화 많다,언니는 속이 불같다,"[2, 3241, 5770, 2856, 2485, 831, 5112, 1951, 3]","[2, 3241, 5770, 5760, 2856, 7096, 2485, 5354, 5782, 3]"
사춘기 아들 턱 기억 나다,사춘기가 된 아들의 턱에 기억이 나기 시작했다,"[2, 2573, 7467, 5561, 3107, 517, 7611, 1291, 1370, 5782, 3]","[2, 2573, 7467, 5562, 1770, 3107, 7095, 517, 7611, 6896, 1291, 7096, 1370, 5561, 2990, 3]"
여자 아기 자다 얼굴 보다 행복 의미,그녀는 잠든 아이의 얼굴을 보고 행복한 의미를 지었다,"[2, 3318, 3093, 5561, 3886, 5782, 3251, 2368, 5025, 3628, 3]","[2, 1190, 5760, 3945, 5928, 3121, 7095, 3251, 7088, 2358, 5025, 7828, 3628, 6116, 4297, 6888, 3]"
버스 ?,버스에서 내려드릴까요?,"[2, 2305, 633, 3]","[2, 2305, 6903, 1442, 5920, 6135, 5591, 6999, 258, 3]"
가방 맡기다 한도 한계 몇 ?,위탁 수하물의 한도 한도는 몇 Kg인가요?,"[2, 752, 1980, 5561, 5782, 4955, 5859, 4957, 2043, 633, 3]","[2, 3565, 2872, 7782, 6241, 7095, 4955, 5859, 4955, 5859, 5760, 2043, 659, 399, 7119, 5330, 6999, 258, 3]"
기적 믿다 하지마,기적을 믿지마,"[2, 1258, 7202, 517, 6266, 5782, 4945, 6141, 3]","[2, 1258, 7202, 7088, 517, 6266, 7318, 6141, 3]"
나 자유 뛰다 원하다,자유롭게 뛰고 싶다,"[2, 1370, 3920, 1867, 5782, 3533, 7798, 3]","[2, 3920, 6088, 1867, 5439, 3072, 3]"
감독 겸하다,감독을 겸하다,"[2, 786, 952, 7798, 3]","[2, 786, 7088, 952, 7798, 3]"
집 항공 가깝다 어디 곳 ?,공항 주변에 집은 어디있나요?,"[2, 4384, 4993, 517, 5330, 5599, 5782, 3223, 1021, 633, 3]","[2, 1055, 4229, 6896, 4384, 7086, 3223, 7141, 5655, 6999, 258, 3]"
밤 다음 도착 내리다 ?,밤 지나서 내려드릴까요?,"[2, 2265, 1577, 1723, 1444, 5782, 633, 3]","[2, 2265, 4303, 6553, 1442, 5920, 6135, 5591, 6999, 258, 3]"
끝 얻다 가다,끝나고 밥 얻으러 가자,"[2, 1363, 517, 6869, 5782, 517, 5330, 5782, 3]","[2, 1365, 5439, 2266, 517, 6869, 7074, 6037, 517, 5330, 7147, 3]"
비밀 무엇 곳 ?,비밀은 어디에 있나요?,"[2, 2528, 2095, 6884, 1021, 633, 3]","[2, 2528, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
꿈 길 곳 ?,꿈은 어디에 있나요?,"[2, 1356, 1315, 1021, 633, 3]","[2, 1356, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
교통카드 카드,교통카드 카드해주세요.,"[2, 1112, 7496, 4636, 3]","[2, 1112, 7496, 4636, 7848, 7282, 54, 3]"
영어 안 가다,영어로 들어가주세요.,"[2, 3381, 3135, 517, 5330, 5782, 3]","[2, 3381, 6079, 1805, 7282, 54, 3]"
좋다 밤 있다 아마,좋은 밤이 있을거야,"[2, 4206, 2265, 3862, 3093, 6141, 3]","[2, 4209, 2265, 7096, 3880, 5377, 6844, 3]"
아빠 방학 때 계절 춥다 시골 보내다,아빠는 방학이면 겨울을 시골에 보냈다,"[2, 3114, 2267, 7821, 1844, 988, 517, 7470, 5782, 2959, 5446, 2363, 5782, 3]","[2, 3114, 5760, 2267, 7821, 7096, 6198, 930, 7088, 2959, 5446, 6896, 2365, 3]"
핸드폰 충전 분 어디 ?,휴대폰을 충전할 수 있는 분이 어디입니까?,"[2, 517, 7861, 7736, 4588, 7207, 2468, 3223, 633, 3]","[2, 5194, 7088, 4588, 7207, 7836, 2872, 3860, 2468, 7096, 3223, 7138, 5771, 258, 3]"
핸드폰 충전 누구 ?,휴대폰을 충전할 수 있는 곳이 누구입니까?,"[2, 517, 7861, 7736, 4588, 7207, 1528, 633, 3]","[2, 5194, 7088, 4588, 7207, 7836, 2872, 3860, 1022, 1528, 7138, 5771, 258, 3]"
차 맡기다 무엇 ?,주차대행한 차는 무엇에서 찾습니까?,"[2, 4402, 1980, 5561, 5782, 2095, 6884, 633, 3]","[2, 4213, 7389, 5808, 7881, 7828, 4402, 5760, 2095, 6884, 6903, 517, 7404, 6700, 258, 3]"
돼지 키우다,돼지를 키우다,"[2, 1761, 7318, 4695, 5782, 3]","[2, 1761, 7329, 4695, 5782, 3]"
독 버섯 맞다 같다,독버섯을 맞은 것 같아요.,"[2, 1725, 2302, 6571, 1970, 5782, 831, 3]","[2, 1725, 6323, 6571, 7088, 1970, 7086, 905, 832, 6999, 54, 3]"
캐리어 카드 곳 ?,캐리어 카드를 재는 곳은 어디인가요?,"[2, 4643, 6122, 6855, 4636, 1021, 633, 3]","[2, 4643, 6122, 6855, 4636, 6116, 3969, 5760, 1021, 7086, 3223, 7119, 5330, 6999, 258, 3]"
I D 다르다 교환하다,다른 아이디를 주세요.,"[2, 655, 644, 1566, 1114, 7798, 3]","[2, 1567, 3121, 5947, 6116, 517, 7282, 54, 3]"
서울역 하다 목적 지하철 갈아타다 몇호 ?,서울역으로 하려면 몇호선으로 갈아타야 하나요?,"[2, 2726, 6926, 4932, 2076, 4347, 781, 6797, 7581, 5782, 2043, 7925, 633, 3]","[2, 2726, 6926, 7078, 517, 7809, 2043, 7927, 7078, 781, 6797, 7581, 6844, 4928, 6999, 258, 3]"
사랑 되다 ?,사랑도 되나요?,"[2, 2590, 1763, 5782, 633, 3]","[2, 2590, 5859, 1763, 5655, 6999, 258, 3]"
나무 빽빽하다 저기 곳 다음 차내리다,숲 지나서 내려주세요.,"[2, 517, 5660, 517, 6465, 6465, 7798, 3990, 5561, 1021, 1577, 4402, 5678, 6122, 5782, 3]","[2, 517, 6651, 4303, 6553, 1442, 7282, 54, 3]"
북 부 곳 다음 차내리다,북부정류장 지나서 내려주세요.,"[2, 2462, 2423, 1021, 1577, 4402, 5678, 6122, 5782, 3]","[2, 517, 6414, 7227, 6107, 7178, 4303, 6553, 1442, 7282, 54, 3]"
의미 있다,의미가 있습니다.,"[2, 3628, 3862, 3]","[2, 3628, 5330, 3867, 54, 3]"
지금 까지 놀다 오늘 여행 시작,그 동안 놀았으니 다시 여행을 시작해야겠다,"[2, 4299, 517, 5592, 1504, 5782, 3419, 3321, 2986, 3]","[2, 1185, 1754, 1504, 6827, 7076, 1574, 3321, 7088, 2986, 7852, 5406, 3]"
쌀 이용 떡 찍다 먹다 끝,쌀로 떡을 찍어 먹었다,"[2, 517, 6756, 3726, 517, 5970, 4400, 5782, 2010, 5782, 1363, 3]","[2, 517, 6756, 6079, 517, 5970, 7088, 4400, 6855, 2010, 6888, 3]"
양심 없다,양심이 없다,"[2, 3214, 6745, 3273, 3]","[2, 3214, 6745, 7096, 3273, 3]"
간 다음 도착 내리다,간 지나서 내려주세요.,"[2, 777, 1577, 1723, 1444, 5782, 3]","[2, 777, 4303, 6553, 1442, 7282, 54, 3]"
미소 실종 잃어버리다,미소를 잃어버렸습니다.,"[2, 2163, 3051, 517, 7135, 6855, 6324, 5782, 3]","[2, 2163, 6116, 517, 7135, 6855, 6323, 6072, 6701, 54, 3]"
시간 동안 무엇 하다,틈나면 뭐하지,"[2, 2962, 1754, 2095, 6884, 4932, 3]","[2, 517, 7671, 5655, 6198, 2145, 7819, 3]"
손톱 움직이다 손톱 마르다 가능,손톱을 자주 움직여야 살이 빠진다,"[2, 2860, 7635, 3526, 5782, 2860, 7635, 1907, 6113, 5782, 737, 3]","[2, 2860, 7635, 7088, 3924, 517, 7014, 7342, 6916, 6844, 2643, 7096, 2561, 5782, 3]"
안전 위하다 운동 필요,안전을 위해 운동해야 한다,"[2, 3139, 3552, 7798, 3514, 4919, 3]","[2, 3139, 7088, 3567, 3514, 7852, 4965, 3]"
웃음 없다 실종,웃음을 잃어버렸습니다.,"[2, 517, 7016, 3273, 3051, 3]","[2, 3529, 517, 7135, 6855, 6323, 6072, 6701, 54, 3]"
교통카드 할인,교통카드 할인해주세요.,"[2, 1112, 7496, 4981, 3]","[2, 1112, 7496, 4981, 7848, 7282, 54, 3]"
지구 무엇 곳 ?,지구는 어디에 있나요?,"[2, 4298, 2095, 6884, 1021, 633, 3]","[2, 4298, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
모두 말 쉽다 아니다,모든 말이 쉽게 이루어지지 않는다,"[2, 2047, 1958, 517, 6657, 5782, 3100, 3]","[2, 2048, 1963, 2924, 3676, 6855, 7340, 3152, 3]"
아버지 늙다 자신 돌보다 필요,아버지도 나이가 드셔서 자신을 돌보셔야 한다,"[2, 3112, 517, 5763, 5782, 3909, 1732, 6371, 4919, 3]","[2, 3112, 5859, 1397, 5330, 1788, 6601, 6553, 3912, 1732, 6364, 6601, 6844, 4965, 3]"
커피 곳 여기 ?,커피숍은 여기에 있습니까?,"[2, 4656, 1021, 3301, 633, 3]","[2, 4656, 6627, 7086, 3302, 3854, 6700, 258, 3]"
지금 카드 교환 가능 ?,지금 카드를 교환할 수 있나요?,"[2, 4299, 4636, 1114, 737, 633, 3]","[2, 4299, 4636, 6116, 1114, 7836, 2872, 3854, 5655, 6999, 258, 3]"
얼굴 거품 나다,얼굴에 거품이 났다,"[2, 3251, 862, 7748, 1370, 5782, 3]","[2, 3251, 6896, 862, 7748, 7096, 517, 5672, 3]"
방 도둑 넘어오다,방에 도둑이 들어왔어요.,"[2, 2267, 517, 5859, 5908, 1465, 6964, 5782, 3]","[2, 2267, 6896, 517, 5859, 5908, 7096, 1804, 6989, 6857, 54, 3]"
강하다 되다 충전,강화 충전해주세요.,"[2, 807, 7798, 1763, 5782, 4588, 7207, 3]","[2, 824, 4588, 7207, 7848, 7282, 54, 3]"
나 가족 행복 만들다,우리 가족은 행복하게 만들고 있다,"[2, 1370, 765, 5025, 1940, 5782, 3]","[2, 3501, 765, 7086, 5025, 7784, 1941, 3862, 3]"
용 돌보다,용을 돌보다,"[2, 3494, 1732, 6371, 3]","[2, 3494, 7088, 1732, 6371, 3]"
학생 공부 배우다 아니다 놀다 뿐,그 아이는 공부를 배우지 않고 놀기만 한다,"[2, 4952, 1042, 2292, 5782, 3100, 1504, 5782, 2571, 3]","[2, 1185, 3121, 5760, 1042, 6116, 2292, 7318, 3149, 1504, 5561, 6150, 4965, 3]"
새벽 가다 엄마 계시다 아니다,새벽에 와보니 엄마가 안 계셨다,"[2, 2701, 517, 5330, 5782, 3257, 980, 6705, 5782, 3100, 3]","[2, 2701, 6896, 517, 6983, 6370, 3257, 5330, 3135, 980, 6604, 5782, 3]"
애인 가지다 위하다 명동 가다,애인을 가지러 명동에 갔다,"[2, 3194, 7119, 767, 5782, 3552, 7798, 2034, 5872, 517, 5330, 5782, 3]","[2, 3194, 7119, 7088, 767, 6037, 2034, 5872, 6896, 517, 5349, 3]"
땅 그리다 찾다 실종,지도를 분실하였습니다.,"[2, 1841, 1209, 5782, 517, 7404, 5782, 3051, 3]","[2, 4310, 6116, 2468, 6738, 7782, 6948, 54, 3]"
나 -보다 일 잘하다 차이,나보다 일 잘하시니깐 차이가 난다,"[2, 1370, 524, 6371, 3803, 3942, 7798, 4413, 3]","[2, 1370, 6371, 3803, 3942, 7782, 6705, 5770, 5595, 4414, 1406, 5782, 3]"
돈 받다,돈을 주세요.,"[2, 1730, 2220, 5782, 3]","[2, 1731, 517, 7282, 54, 3]"
나 집 소 오늘 아침 바라보다,우리 집 소가 오늘 아침 송아지를 바라보았다,"[2, 1370, 4384, 2822, 3419, 3130, 2193, 6371, 3]","[2, 3501, 4384, 2822, 5330, 3419, 3130, 2869, 6797, 7329, 2193, 6364, 6828, 3]"
뒤 가다 내리다,뒤로 가주세요.,"[2, 1783, 517, 5330, 5782, 1444, 5782, 3]","[2, 1783, 6079, 517, 5330, 7282, 54, 3]"
생각 사람 잊다 쉽다 어렵다,생각했던 사람을 잊는건 어렵다,"[2, 2705, 2584, 517, 7145, 5782, 517, 6657, 5782, 3232, 3]","[2, 2705, 7872, 2584, 7088, 517, 7145, 5760, 5384, 3232, 3]"
링크 가다,링크로 들어가주세요.,"[2, 517, 6140, 517, 5330, 5782, 3]","[2, 517, 6140, 6079, 1805, 7282, 54, 3]"
바꾸다 되다 -하다가 다시 시작,바뀌었다가 다시 시작하자,"[2, 2187, 5782, 1763, 5782, 524, 7798, 5330, 1574, 2986, 3]","[2, 2189, 6888, 5330, 1574, 2986, 7818, 3]"
짜장 입다 가다,짜장면 입으러 갈래,"[2, 4396, 7178, 3836, 5782, 517, 5330, 5782, 3]","[2, 4396, 7178, 6198, 3836, 7074, 6037, 781, 6023, 3]"
저기 속 안에 사람 있다,저속에 사람이 있어,"[2, 3990, 5561, 2856, 3138, 2584, 3862, 3]","[2, 3990, 6615, 6896, 2589, 3868, 3]"
소 돼지 키우다 검사 신고 어느 시간 ?,축산관계자 신고는 언제서 하나요?,"[2, 2822, 1761, 7318, 4695, 5782, 897, 3012, 3222, 2962, 633, 3]","[2, 4561, 6516, 5475, 7147, 3012, 5760, 3245, 6553, 4928, 6999, 258, 3]"
구경 여행 문 가다,관광 단지 안으로 가주세요.,"[2, 1115, 5424, 3321, 2120, 517, 5330, 5782, 3]","[2, 1080, 1593, 3135, 7078, 517, 5330, 7282, 54, 3]"
세금 공짜 어느 시간 ?,면세점은 언제에 있습니까?,"[2, 2804, 1023, 7361, 3222, 2962, 633, 3]","[2, 517, 6201, 7086, 3245, 6896, 3854, 6700, 258, 3]"
학교 목적 가다 방법 무엇 ?,학교로 가려면 어떻게 가나요?,"[2, 4949, 2076, 517, 5330, 5782, 2270, 2095, 6884, 633, 3]","[2, 4949, 6079, 747, 6198, 3225, 517, 5330, 5655, 6999, 258, 3]"
기억 없다 실종 ?,기억을 잃어버리셨나요?,"[2, 1291, 3273, 3051, 633, 3]","[2, 1291, 7088, 517, 7135, 6855, 6324, 6604, 5655, 6999, 258, 3]"
여행 연맹 합 가입 곳 ?,여행자연합을 가입하고 싶은데 어디서 하면 되나요?,"[2, 3321, 517, 6933, 4984, 758, 1021, 633, 3]","[2, 3321, 7147, 6938, 7088, 758, 7788, 3075, 5850, 3223, 6553, 4939, 1763, 5655, 6999, 258, 3]"
발 생각 발바닥,생각을 접질렀어요.,"[2, 2235, 2705, 2235, 6273, 5786, 3]","[2, 2706, 4086, 7350, 6046, 6857, 54, 3]"
