dataset,video_num,question_w_q_morph,question,gloss,spoken
KETI-Daily,,,False,살다 어디 ?,어디서 살아
KETI-Daily,,,False,놀다,놀다
NIA-2020,1360.0,,True,서울대학교 길 찾다 무엇,서울대학교 방향으로 가려면 어떻게 가나요?
KETI-Emergency,,,False,빨리 돕다 부탁,빨리 도와주세요.
NIA-2020,651.0,,True,공항 내리다 가다,김포공항으로 갈까요?
NIA-2020,408.0,,False,역무원 부르다 나,제가 역무원을 불렀습니다.
NIA-2020,1545.0,,False,대로 다음,큰 길 지나서 내려주세요.
NIA-2020,164.0,,True,핸드폰 번호 필요,휴대폰 번호를 알려드릴까요?
NIA-2020,796.0,,True,지금 차내리다 맞다,지금 내려드릴까요?
KETI-Daily,,,False,화장실 가다 짐 맡다 부탁,화장실에 다녀올테니 잠깐 짐 좀 맡아주세요
NIA-2020,1710.0,,True,대로 다음 여기,큰 길 지나서 내려드릴까요?
NIA-2020,462.0,,False,물품보관 안되다,물품보관함이 안되네요.
NIA-2020,1478.0,,False,지하철 곳 다음 도착 차내리다,지하철역 지나서 내려주세요.
NIA-2020,279.0,,True,지하철 안 없다,지하철 안에 없나요?
KETI-Daily,,,False,엄마 헤어지다 슬프다,엄마와 헤어지게 되어 슬펐다
NIA-2020,441.0,,False,신호등 전 도착 차내리다,신호등 못가서 내려주세요.
NIA-2020,329.0,,True,지하철 곳 옷가게 있다,역사 안에 옷가게가 있나요?
NIA-2020,314.0,,True,은행 번호 필요,계좌번호 알려드릴까요?
NIA-2020,1609.0,,False,편지 저기 곳 다음 도착 차내리다,우체국 지나서 내려주세요.
KETI-Emergency,,,False,유리 고장 발 밟다 발바닥 상처,유리가 깨져서 발을 다쳤어요.
NIA-2020,1005.0,,True,약 뼈곳,약국은 어디에 있나요?
NIA-2020,1752.0,,True,경찰 저기 곳 다음 내리다,경찰서 지나서 내려드릴까요?
NIA-2020,1055.0,,False,물품보관 안되다 죽다,물품보관함이 안되네요.
KETI-Emergency,,,False,아기 방 갇히다,아이가 방에 갇혔어요.
NIA-2020,148.0,,True,짐 없다,짐은 없으세요?
NIA-2020,996.0,,True,엘리베이터 곳 무엇,엘리베이터는 어디에 있나요?
NIA-2020,971.0,,True,에어컨 끄다,에어컨을 꺼드릴까요?
NIA-2020,153.0,,False,뒤 트렁크닫다,트렁크 좀 닫아주세요.
KETI-Airport,,,True,낚시대  비행기  안  가지다  가능,낚시대를 기내에 가져갈 수 있나요?
NIA-2020,590.0,,False,응급실 가다,응급실로 가주세요.
NIA-2020,1696.0,,True,사거리 다음 도착 내리다,사거리 지나서 내려드릴까요?
KETI-Daily,,,False,영어 배우다 원하다,영어를 배우고 싶어
NIA-2020,1528.0,,False,119 곳 저기 다음 도착 내리다,소방서 지나서 내려주세요.
KETI-Airport,,,True,아기  젖병  어디  곳,유아 수유실은 어디에 있습니까?
NIA-2020,331.0,,True,교통카드 남다 돈 얼마,교통카드에 잔액이 얼마나 있나요?
NIA-2020,1491.0,,False,병원 다음 여기,병원 지나서 내려주세요.
KETI-Airport,,,True,항공  배달  곳  어디,공항 내 택배를 보낼 수 있는 곳이 어디입니까?
KETI-Airport,,,True,항공  목욕  어디  곳,공항 내 샤워실은 어디에 있나요?
NIA-2020,1440.0,,True,이화여대 길 목적 길 무엇,이화여대쪽으로 가려면 어떻게 가나요?
NIA-2020,1539.0,,False,사거리 다음 도착 차내리다,사거리 지나서 내려주세요.
KETI-Daily,,,False,귀찮다,귀찮다
KETI-Daily,,,False,바람 느낌 시원,바람이 시원하다
NIA-2020,891.0,,True,서대문농아인복지관 내리다 오케이,서대문농아인복지관에서 내려드릴까요?
NIA-2020,1489.0,,False,군청 곳 다음 도착 차내리다,동사무소 지나서 내려주세요.
KETI-Airport,,,True,로밍,로밍센터는 어디에 있습니까?
NIA-2020,845.0,,True,나사렛 내리다,나사렛대학교에서 내려드릴까요?
NIA-2020,1014.0,,True,자판기 길 곳,자판기는 어디에 있나요?
NIA-2020,768.0,,False,건너다 차내리다 오케이,건너편에서 내려주세요.
NIA-2020,1093.0,,False,카드 고장 잘 안되다,카드 인식이 안되네요.
NIA-2020,560.0,,True,우회전 맞다,우회전 해드릴까요?
NIA-2020,960.0,,False,청음회관 목적,청음회관으로 가주세요.
KETI-Daily,,,False,불행,불행
NIA-2020,1996.0,,False,보청기 실종,보청기를 잃어버렸습니다.
NIA-2020,1588.0,,False,은행 저기 곳 다음 도착 내리다,은행 지나서 내려주세요.
KETI-Daily,,,False,보다,보다
NIA-2020,1681.0,,True,119 곳 다음 여기,소방서 지나서 내려드릴까요?
NIA-2020,42.0,,True,돈 얼마 맞다 확인,요금을 확인하셨어요?
NIA-2020,189.0,,False,좋다,좋습니다.
NIA-2020,1902.0,,False,카드 없다 잃어버리다,카드를 잃어버렸습니다.
NIA-2020,1432.0,,True,이화여대 길 목적 곳 방법,이화여대쪽으로 가려면 어떻게 가나요?
NIA-2020,1767.0,,True,편지 저기 곳 다음 도착 내리다,우체국 지나서 내려드릴까요?
NIA-2020,807.0,,True,기차 곳 내리다 맞다,기차역에서 내려드릴까요?
NIA-2020,211.0,,False,약 보다 차내리다,약국 좀 들렀다가주세요.
NIA-2020,1296.0,,False,이마트 곳 저기 다음 도착 차내리다,이마트 지나서 내려주세요.
NIA-2020,1200.0,,False,버스 곳 전 보다 차내리다,버스정류장 못가서 내려주세요.
NIA-2020,1038.0,,True,회의실 무엇 곳,회의실은 어디에 있나요?
NIA-2020,1531.0,,False,사거리 다음 내리다,사거리 지나서 내려주세요.
NIA-2020,1042.0,,True,안내소 곳곳,안내소는 어디에 있나요?
NIA-2020,751.0,,False,버스 곳 내리다 맞다,버스정류장에서 내려주세요.
NIA-2020,1119.0,,True,물품보관 안되다,물품보관함이 안되나요?
NIA-2020,1350.0,,True,서울대학교 길 목적 길 가다 방법,서울대학교 방향으로 가려면 어떻게 가나요?
NIA-2020,533.0,,False,영수증 받다,영수증을 주세요.
NIA-2020,953.0,,False,청음회관 가다,청음회관으로 가주세요.
KETI-Airport,,,True,가방  맡기다  가능  개수  몇,위탁 수하물을 몇 개까지 보낼 수 있나요?
NIA-2020,342.0,,True,지하철 몇호,몇 호선인가요?
KETI-Emergency,,,False,바다 가깝다 곳 해파리 오다,해안가에 해파리가 나타났어요.
NIA-2020,772.0,,False,시청 내리다,시청으로 가주세요.
KETI-Daily,,,False,오늘 일 나 맡다,이번 임무는 내가 직접 맡는다
NIA-2020,1164.0,,True,에어컨 사용 잘 안되다,에어컨이 안되나요?
KETI-Daily,,,False,그릇 깨끗하다 씻다 끝,그릇을 깨끗하게 씻었어
NIA-2020,1592.0,,False,경찰 저기 곳 다음 내리다,경찰서 지나서 내려주세요.
NIA-2020,1291.0,,False,이마트 곳 저기 다음 차내리다,이마트 지나서 내려주세요.
KETI-Daily,,,True,너 저기 남자 친하다,너 그 남자와 친해?
NIA-2020,412.0,,False,택시 카톡보내다,콜을 부르세요.
NIA-2020,978.0,,True,난방 끄다,히터를 꺼드릴까요?
KETI-Daily,,,False,엄마 나 위하다 음식 맛있다 주다,엄마가 날 위해서 맛있는 음식을 해주셨다
KETI-Daily,,,False,일 없다 나 돕다 부탁,일 없으면 도와줘
NIA-2020,546.0,,True,좌회전 확인 맞다,좌회전 해드릴까요?
NIA-2020,1312.0,,False,파리바게트 다음 저기 차내리다,파리바게트 지나서 내려주세요.
NIA-2020,1501.0,,False,샛길 다음 여기,골목 지나서 내려주세요.
NIA-2020,964.0,,False,천안아산역 가다,천안아산역으로 가주세요.
NIA-2020,1061.0,,False,자판기 사용 안되다,자판기가 안되네요.
NIA-2020,1429.0,,True,이화여대 가다 목적 무엇 방법,이화여대쪽으로 가려면 어떻게 가나요?
NIA-2020,975.0,,False,따뜻하다 끄다,에어컨을 꺼주세요.
NIA-2020,835.0,,True,시청 차내리다,시청에서 내려드릴까요?
NIA-2020,720.0,,False,나사렛 전 내리다,나사렛대학교 못가서 내려주세요.
NIA-2020,1270.0,,False,백화점 다음 곳 저기 내리다,백화점 지나서 내려주세요.
NIA-2020,1208.0,,False,열쇠 없다 실종,열쇠를 잃어버렸습니다.
NIA-2020,746.0,,False,기차 곳 내리다 맞다,기차역에서 내려주세요.
KETI-Daily,,,False,애인 만나다 위하다 명동 가다,애인을 만나러 명동에 갔다
NIA-2020,1194.0,,False,버스 전 곳 저기 도착 내리다,버스정류장 못가서 내려주세요.
KETI-Airport,,,True,차  빌리다  어디,렌트카를 빌리는 곳은 어디에 있습니까?
NIA-2020,1257.0,,False,맥도날드 보다 곳 저기 다음 내리다,맥도날드 지나서 내려주세요.
KETI-Emergency,,,False,물건 깔리다 몸 움직 불가능,주변 구조물이 무너져서 몸이 끼었어요. 몸을 움직이지 못하겠어요.
KETI-Daily,,,False,미래 무엇 하다,이따 뭐할까
KETI-Airport,,,True,비행기  취소  세금  돈  몇,항공사 예약 취소 수수료를 확인하고 싶은데 어떻게 하나요?
NIA-2020,934.0,,False,서울농아인협회 가다,서울농아인협회로 가주세요.
NIA-2020,1206.0,,False,버스 곳 전 보다 도착 내리다,버스정류장 못가서 내려주세요.
KETI-Emergency,,,False,엄마 콩 간 병 쓰러지다,엄마가 신장병에 있는데 쓰러지셨어요.
NIA-2020,1925.0,,False,차밀리다 괜찮다,차가 막혀도 괜찮습니다.
NIA-2020,917.0,,False,따뜻하다 켜다,히터 좀 켜주세요.
NIA-2020,618.0,,False,고속터미널 가다 내리다,고속버스터미널로 가주세요.
KETI-Daily,,,False,불가능 변하다 가능,불가능한 일은 없다
KETI-Daily,,,False,기억 없다 낯설다,얼굴을 잊어서 누군지 몰랐다
KETI-Daily,,,False,맞다 반갑다,정말 반갑네 반가워
NIA-2020,771.0,,False,시청 내리다,시청으로 가주세요.
NIA-2020,1389.0,,True,여의도 무엇,여의도로 가려면 어떻게 가나요?
NIA-2020,514.0,,False,에어컨 끄다,에어컨 좀 꺼주세요.
NIA-2020,789.0,,True,여기 차내리다 맞다,여기서 내려드릴까요?
KETI-Airport,,,True,기념  물건  곳  어디,기념품점이 어디에 있습니까?
KETI-Daily,,,False,친구 놀다 저녁 되다,친구들과 놀다보니 어느새 저녁이 다 되었다
KETI-Daily,,,False,보통 느끼다 대하여 말하다,평소에 느낀 바를 말해라
NIA-2020,464.0,,False,물품보관 사용 안되다,물품보관함이 안되네요.
KETI-Airport,,,True,일본  먹다  곳,일식집이 어디에 있습니까?
NIA-2020,524.0,,False,저기 학교 가다,학교로 들어가주세요.
NIA-2020,249.0,,True,8호 곳곳,8호선 타는 곳은 어디에 있나요?
KETI-Emergency,,,False,사람 물건 무겁다 깔리다,사람이 무거운 물건에 깔렸어요.
NIA-2020,819.0,,True,버스 곳 차내리다 맞다,버스정류장에서 내려드릴까요?
NIA-2020,1862.0,,False,우산 실종 잃어버리다,우산을 분실하였습니다.
NIA-2020,1095.0,,False,카드 불량 사용 안되다,카드 인식이 안되네요.
NIA-2020,1237.0,,False,택시 전 저기 도착 차내리다,택시정류장 못가서 내려주세요.
NIA-2020,900.0,,False,에어컨 켜다,에어컨 좀 켜주세요.
NIA-2020,1623.0,,True,터널 다음 차내리다,터널 지나서 내려드릴까요?
NIA-2020,1287.0,,False,열쇠 실종 잃어버리다,열쇠를 잃어버렸습니다.
KETI-Airport,,,True,물건  잃어버리다  검사  두다  어디  곳,유실물 센터는 어디에 있습니까?
NIA-2020,1819.0,,True,카드 실종,카드를 분실하셨나요?
NIA-2020,948.0,,False,서대문농아인복지관 차내리다,서대문농아인복지관으로 가주세요.
NIA-2020,414.0,,False,명동 가다,명동역으로 가주세요.
NIA-2020,1988.0,,False,빨리 접근 되다,다와갑니다.
NIA-2020,1772.0,X,True,맞다,맞나요?
NIA-2020,938.0,,False,서울농아인협회 차내리다,서울농아인협회로 가주세요.
KETI-Daily,,,False,힘들다 그렇지만  참다 필요,힘들어도 참아야 한다
NIA-2020,1689.0,,True,119 곳 저기 다음 도착 차내리다,소방서 지나서 내려드릴까요?
NIA-2020,1125.0,,True,물품보관 안되다 죽다,물품보관함이 안되나요?
NIA-2020,763.0,,False,건너다 차내리다,건너편에서 내려주세요.
NIA-2020,976.0,,False,따뜻하다 끄다,에어컨을 꺼주세요.
KETI-Daily,,,False,소리 커,소리가 너무 커
NIA-2020,102.0,,True,지하철 곳 1 무엇,1번 승강장인가요?
NIA-2020,797.0,,True,지금 내리다 맞다,지금 내려드릴까요?
NIA-2020,1377.0,,True,송파 지하철 곳 목적 무엇,송파역으로 가려면 어떻게 가나요?
NIA-2020,8.0,,True,저기,저것인가요?
KETI-Airport,,,True,담배  곳,흡연실은 어디에 있습니까?
NIA-2020,783.0,,True,여기 내리다 맞다,여기서 내려드릴까요?
KETI-Daily,,,False,다니다,다니다
KETI-Airport,,,False,다음  또  오다  부탁,다음에 또 이용해 주세요.
KETI-Emergency,,,False,몸 손묶다 갇히다,몸이 결박 당해있어요.
NIA-2020,1792.0,,True,아이 실종 잃어버리다,아이를 잃어버리셨나요?
NIA-2020,870.0,,True,한국농아인협회 내리다 오케이,한국농아인협회에서 내려드릴까요?
KETI-Daily,,,False,쉽다,쉽다
NIA-2020,473.0,,False,지갑 실종 없다,지갑을 잃어버렸습니다.
KETI-Emergency,,,False,아내 쓰러지다,아내가 쓰러졌어요.
NIA-2020,274.0,,False,지하철 단말기터치 안되다,교통카드가 찍히지 않습니다.
KETI-Daily,,,False,딸 유치원 다니다 -중,딸이 유치원을 다니고 있어
KETI-Daily,,,False,계획 만들다,계획을 짜다
NIA-2020,698.0,,False,아파트 가다,아파트 단지 안으로 가주세요.
NIA-2020,1875.0,,False,가방 잃어버리다 실종,가방을 잃어버렸습니다.
NIA-2020,548.0,,True,좌회전 확인 맞다,좌회전 해드릴까요?
KETI-Daily,,,False,심심하다,너무 심심해
NIA-2020,393.0,,False,도착 알려받다,도착하면 알려주세요.
NIA-2020,593.0,,False,손바닥찍다 내리다,이 주소로 가주세요.
NIA-2020,1481.0,,False,군청 곳 다음 내리다,동사무소 지나서 내려주세요.
NIA-2020,1701.0,,True,대로 다음 내리다,큰 길 지나서 내려드릴까요?
KETI-Daily,,,False,수고,수고했어
KETI-Emergency,,,False,아기 독 약 삼키다,아이가 독극물을 삼켰어요.
NIA-2020,729.0,,False,저기 맞다,저기서 내려주세요.
KETI-Daily,,,False,바람,바람이 불다
KETI-Airport,,,True,주차  1번  어디,제1 주차장은 어디에 있습니까?
NIA-2020,352.0,,True,시간 지연되다 몇분,몇 분 지연되었나요?
KETI-Daily,,,False,심심하다,심심하다
NIA-2020,95.0,,False,지하철 빨리 오다오다,이번 열차는 급행 열차입니다.
KETI-Daily,,,False,옷 크다 입다 불가능,옷이 너무 커서 입을 수 없다
KETI-Airport,,,True,세금  공짜  곳  어디,면세점은 어디에 있습니까?
NIA-2020,465.0,,False,물품보관 사용 불가능,물품보관함이 안되네요.
NIA-2020,426.0,,False,여기 내리다 맞다,여기서 내려주세요.
NIA-2020,867.0,,True,한국농아인협회 차내리다,한국농아인협회에서 내려드릴까요?
NIA-2020,1993.0,,False,노트북 실종 잃어버리다,노트북을 잃어버렸습니다.
KETI-Airport,,,True,약  어디,약국은 어디에 있습니까?
KETI-Daily,,,False,타다,타다
NIA-2020,585.0,,False,응급실 차내리다,응급실로 가주세요.
KETI-Emergency,,,False,아기 장남감 삼키다,아이가 장난감을 삼켰어요.
NIA-2020,558.0,,True,우회전 맞다,우회전 해드릴까요?
KETI-Emergency,,,False,먹다 음식 베다,음식을 하다가 손가락을 칼에 베였어요.
NIA-2020,1126.0,,True,물품보관 잘 안되다 죽다,물품보관함이 안되나요?
KETI-Daily,,,False,싫다,싫다
NIA-2020,1643.0,,True,군청 곳 다음 차내리다,주민센터 지나서 내려드릴까요?
NIA-2020,1601.0,,False,편지 저기 곳,우체국 지나서 내려주세요.
KETI-Emergency,,,False,눈 물건 더럽다 들어오다,눈에 이물질이 들어갔어요.
NIA-2020,1148.0,,True,카드 사용 불가능 고장,카드 인식이 안되나요?
NIA-2020,1715.0,,True,육교 곳 다음,육교 지나서 내려드릴까요?
KETI-Daily,,,False,느리다 하지마 빨리 오다,늦지 말고 빨리와
NIA-2020,658.0,,True,공항 가다 내리다,김포공항으로 갈까요?
NIA-2020,336.0,O,True,무엇,어떤거요?
NIA-2020,1355.0,,True,서울대학교 곳 가다 길 가다 방법,서울대학교 방향으로 가려면 어떻게 가나요?
NIA-2020,1453.0,,True,종로 곳 가다 곳 방법,종로로 가려면 어떻게 가나요?
NIA-2020,780.0,,False,시청 차내리다 오케이,시청으로 가주세요.
