,gloss,spoken,combined
1810,육교 곳 다음 차내리다 ?,육교 지나서 내려드릴까요?,육교 곳 다음 차내리다 ?육교 지나서 내려드릴까요?
1811,육교 곳 다음 차내리다 ?,육교 지나서 내려드릴까요?,육교 곳 다음 차내리다 ?육교 지나서 내려드릴까요?
1812,육교 곳 다음 ?,육교 지나서 내려드릴까요?,육교 곳 다음 ?육교 지나서 내려드릴까요?
1813,육교 곳 다음 도착 내리다 ?,육교 지나서 내려드릴까요?,육교 곳 다음 도착 내리다 ?육교 지나서 내려드릴까요?
1814,육교 곳 다음 도착 내리다 ?,육교 지나서 내려드릴까요?,육교 곳 다음 도착 내리다 ?육교 지나서 내려드릴까요?
1815,육교 곳 다음 도착 차내리다 ?,육교 지나서 내려드릴까요?,육교 곳 다음 도착 차내리다 ?육교 지나서 내려드릴까요?
1816,육교 곳 다음 도착 차내리다 ?,육교 지나서 내려드릴까요?,육교 곳 다음 도착 차내리다 ?육교 지나서 내려드릴까요?
1817,육교 곳 다음 여기 ?,육교 지나서 내려드릴까요?,육교 곳 다음 여기 ?육교 지나서 내려드릴까요?
1818,보건소 곳 다음 내리다 ?,보건소 지나서 내려드릴까요?,보건소 곳 다음 내리다 ?보건소 지나서 내려드릴까요?
1819,보건소 곳 다음 내리다 ?,보건소 지나서 내려드릴까요?,보건소 곳 다음 내리다 ?보건소 지나서 내려드릴까요?
1820,보건소 곳 다음 차내리다 ?,보건소 지나서 내려드릴까요?,보건소 곳 다음 차내리다 ?보건소 지나서 내려드릴까요?
1821,보건소 곳 다음 차내리다 ?,보건소 지나서 내려드릴까요?,보건소 곳 다음 차내리다 ?보건소 지나서 내려드릴까요?
1822,보건소 곳 다음 ?,보건소 지나서 내려드릴까요?,보건소 곳 다음 ?보건소 지나서 내려드릴까요?
1827,보건소 곳 다음 여기 ?,보건소 지나서 내려드릴까요?,보건소 곳 다음 여기 ?보건소 지나서 내려드릴까요?
1828,언덕 다음 여기 ?,언덕 지나서 내려드릴까요?,언덕 다음 여기 ?언덕 지나서 내려드릴까요?
1829,언덕 저기 곳 다음 내리다 ?,언덕 지나서 내려드릴까요?,언덕 저기 곳 다음 내리다 ?언덕 지나서 내려드릴까요?
1830,언덕 저기 곳 다음 내리다 ?,언덕 지나서 내려드릴까요?,언덕 저기 곳 다음 내리다 ?언덕 지나서 내려드릴까요?
1831,언덕 저기 곳 다음 차내리다 ?,언덕 지나서 내려드릴까요?,언덕 저기 곳 다음 차내리다 ?언덕 지나서 내려드릴까요?
1832,언덕 저기 곳 다음 차내리다 ?,언덕 지나서 내려드릴까요?,언덕 저기 곳 다음 차내리다 ?언덕 지나서 내려드릴까요?
1833,언덕 저기 곳 다음 ?,언덕 지나서 내려드릴까요?,언덕 저기 곳 다음 ?언덕 지나서 내려드릴까요?
1838,은행 다음 여기 ?,은행 지나서 내려드릴까요?,은행 다음 여기 ?은행 지나서 내려드릴까요?
1839,은행 저기 곳 다음 내리다 ?,은행 지나서 내려드릴까요?,은행 저기 곳 다음 내리다 ?은행 지나서 내려드릴까요?
1840,은행 저기 곳 다음 내리다 ?,은행 지나서 내려드릴까요?,은행 저기 곳 다음 내리다 ?은행 지나서 내려드릴까요?
1841,은행 저기 곳 다음 차내리다 ?,은행 지나서 내려드릴까요?,은행 저기 곳 다음 차내리다 ?은행 지나서 내려드릴까요?
1842,은행 저기 곳 다음 차내리다 ?,은행 지나서 내려드릴까요?,은행 저기 곳 다음 차내리다 ?은행 지나서 내려드릴까요?
1843,은행 저기 곳 다음 ?,은행 지나서 내려드릴까요?,은행 저기 곳 다음 ?은행 지나서 내려드릴까요?
1848,경찰 다음 여기 ?,경찰서 지나서 내려드릴까요?,경찰 다음 여기 ?경찰서 지나서 내려드릴까요?
1849,경찰 저기 곳 다음 내리다 ?,경찰서 지나서 내려드릴까요?,경찰 저기 곳 다음 내리다 ?경찰서 지나서 내려드릴까요?
1850,경찰 저기 곳 다음 내리다 ?,경찰서 지나서 내려드릴까요?,경찰 저기 곳 다음 내리다 ?경찰서 지나서 내려드릴까요?
1853,경찰 저기 곳 다음 ?,경찰서 지나서 내려드릴까요?,경찰 저기 곳 다음 ?경찰서 지나서 내려드릴까요?
1858,편지 다음 여기 ?,우체국 지나서 내려드릴까요?,편지 다음 여기 ?우체국 지나서 내려드릴까요?
1859,편지 저기 곳 다음 내리다 ?,우체국 지나서 내려드릴까요?,편지 저기 곳 다음 내리다 ?우체국 지나서 내려드릴까요?
1860,편지 저기 곳 다음 내리다 ?,우체국 지나서 내려드릴까요?,편지 저기 곳 다음 내리다 ?우체국 지나서 내려드릴까요?
1863,편지 저기 곳 다음 ?,우체국 지나서 내려드릴까요?,편지 저기 곳 다음 ?우체국 지나서 내려드릴까요?
1868,맞다,맞습니다.,맞다맞습니다.
1869,맞다 ?,맞나요?,맞다 ?맞나요?
1870,알다,알겠습니다.,알다알겠습니다.
1871,알다 ?,아시겠죠?,알다 ?아시겠죠?
1872,필요없다,필요없습니다.,필요없다필요없습니다.
1873,필요없다 ?,필요없으신가요?,필요없다 ?필요없으신가요?
1874,가방 잃어버리다 ?,가방을 분실하셨나요?,가방 잃어버리다 ?가방을 분실하셨나요?
1875,가방 없다 잃어버리다 ?,가방을 분실하셨나요?,가방 없다 잃어버리다 ?가방을 분실하셨나요?
1876,가방 실종 ?,가방을 분실하셨나요?,가방 실종 ?가방을 분실하셨나요?
1877,가방 없다 실종 ?,가방을 분실하셨나요?,가방 없다 실종 ?가방을 분실하셨나요?
1878,가방 찾다 실종 ?,가방을 분실하셨나요?,가방 찾다 실종 ?가방을 분실하셨나요?
1879,가방 사라지다 실종 ?,가방을 분실하셨나요?,가방 사라지다 실종 ?가방을 분실하셨나요?
1880,가방 잃어버리다 실종 ?,가방을 분실하셨나요?,가방 잃어버리다 실종 ?가방을 분실하셨나요?
1881,가방 실종 잃어버리다 ?,가방을 분실하셨나요?,가방 실종 잃어버리다 ?가방을 분실하셨나요?
1882,아이 잃어버리다 ?,아이를 잃어버리셨나요?,아이 잃어버리다 ?아이를 잃어버리셨나요?
1883,아이 없다 잃어버리다 ?,아이를 잃어버리셨나요?,아이 없다 잃어버리다 ?아이를 잃어버리셨나요?
1884,아이 실종 ?,아이를 잃어버리셨나요?,아이 실종 ?아이를 잃어버리셨나요?
1885,아이 없다 실종 ?,아이를 잃어버리셨나요?,아이 없다 실종 ?아이를 잃어버리셨나요?
1886,아이 찾다 실종 ?,아이를 잃어버리셨나요?,아이 찾다 실종 ?아이를 잃어버리셨나요?
1887,아이 사라지다 실종 ?,아이를 잃어버리셨나요?,아이 사라지다 실종 ?아이를 잃어버리셨나요?
1888,아이 잃어버리다 실종 ?,아이를 잃어버리셨나요?,아이 잃어버리다 실종 ?아이를 잃어버리셨나요?
1889,아이 실종 잃어버리다 ?,아이를 잃어버리셨나요?,아이 실종 잃어버리다 ?아이를 잃어버리셨나요?
1890,열쇠 잃어버리다 ?,열쇠를 잃어버리셨나요?,열쇠 잃어버리다 ?열쇠를 잃어버리셨나요?
1891,열쇠 없다 잃어버리다 ?,열쇠를 잃어버리셨나요?,열쇠 없다 잃어버리다 ?열쇠를 잃어버리셨나요?
1892,열쇠 실종 ?,열쇠를 잃어버리셨나요?,열쇠 실종 ?열쇠를 잃어버리셨나요?
1893,열쇠 없다 실종 ?,열쇠를 잃어버리셨나요?,열쇠 없다 실종 ?열쇠를 잃어버리셨나요?
1894,열쇠 찾다 실종 ?,열쇠를 잃어버리셨나요?,열쇠 찾다 실종 ?열쇠를 잃어버리셨나요?
1895,열쇠 사라지다 실종 ?,열쇠를 잃어버리셨나요?,열쇠 사라지다 실종 ?열쇠를 잃어버리셨나요?
1896,열쇠 잃어버리다 실종 ?,열쇠를 잃어버리셨나요?,열쇠 잃어버리다 실종 ?열쇠를 잃어버리셨나요?
1897,열쇠 실종 잃어버리다 ?,열쇠를 잃어버리셨나요?,열쇠 실종 잃어버리다 ?열쇠를 잃어버리셨나요?
1898,우산 잃어버리다 ?,우산을 잃어버리셨나요?,우산 잃어버리다 ?우산을 잃어버리셨나요?
1899,우산 없다 잃어버리다 ?,우산을 잃어버리셨나요?,우산 없다 잃어버리다 ?우산을 잃어버리셨나요?
1900,우산 실종 ?,우산을 잃어버리셨나요?,우산 실종 ?우산을 잃어버리셨나요?
1901,우산 없다 실종 ?,우산을 잃어버리셨나요?,우산 없다 실종 ?우산을 잃어버리셨나요?
1902,우산 찾다 실종 ?,우산을 잃어버리셨나요?,우산 찾다 실종 ?우산을 잃어버리셨나요?
1903,우산 사라지다 실종 ?,우산을 잃어버리셨나요?,우산 사라지다 실종 ?우산을 잃어버리셨나요?
1904,우산 잃어버리다 실종 ?,우산을 잃어버리셨나요?,우산 잃어버리다 실종 ?우산을 잃어버리셨나요?
1905,우산 실종 잃어버리다 ?,우산을 잃어버리셨나요?,우산 실종 잃어버리다 ?우산을 잃어버리셨나요?
1906,지갑 잃어버리다 ?,지갑을 분실하셨나요?,지갑 잃어버리다 ?지갑을 분실하셨나요?
1907,지갑 없다 잃어버리다 ?,지갑을 분실하셨나요?,지갑 없다 잃어버리다 ?지갑을 분실하셨나요?
1908,지갑 실종 ?,지갑을 분실하셨나요?,지갑 실종 ?지갑을 분실하셨나요?
1909,지갑 없다 실종 ?,지갑을 분실하셨나요?,지갑 없다 실종 ?지갑을 분실하셨나요?
1910,지갑 찾다 실종 ?,지갑을 분실하셨나요?,지갑 찾다 실종 ?지갑을 분실하셨나요?
1911,지갑 사라지다 실종 ?,지갑을 분실하셨나요?,지갑 사라지다 실종 ?지갑을 분실하셨나요?
1912,지갑 잃어버리다 실종 ?,지갑을 분실하셨나요?,지갑 잃어버리다 실종 ?지갑을 분실하셨나요?
1913,지갑 실종 잃어버리다 ?,지갑을 분실하셨나요?,지갑 실종 잃어버리다 ?지갑을 분실하셨나요?
1914,카드 잃어버리다 ?,카드를 분실하셨나요?,카드 잃어버리다 ?카드를 분실하셨나요?
1915,카드 없다 잃어버리다 ?,카드를 분실하셨나요?,카드 없다 잃어버리다 ?카드를 분실하셨나요?
1916,카드 실종 ?,카드를 분실하셨나요?,카드 실종 ?카드를 분실하셨나요?
1917,카드 없다 실종 ?,카드를 분실하셨나요?,카드 없다 실종 ?카드를 분실하셨나요?
1918,카드 찾다 실종 ?,카드를 분실하셨나요?,카드 찾다 실종 ?카드를 분실하셨나요?
1919,카드 사라지다 실종 ?,카드를 분실하셨나요?,카드 사라지다 실종 ?카드를 분실하셨나요?
1920,카드 잃어버리다 실종 ?,카드를 분실하셨나요?,카드 잃어버리다 실종 ?카드를 분실하셨나요?
1921,카드 실종 잃어버리다 ?,카드를 분실하셨나요?,카드 실종 잃어버리다 ?카드를 분실하셨나요?
1922,우회전 맞다 ?,우회전 맞으시죠?,우회전 맞다 ?우회전 맞으시죠?
1923,우회전 맞다 ?,우회전 맞으시죠?,우회전 맞다 ?우회전 맞으시죠?
1924,우회전 맞다 ?,우회전 맞으시죠?,우회전 맞다 ?우회전 맞으시죠?
1925,우회전 맞다 ?,우회전 맞으시죠?,우회전 맞다 ?우회전 맞으시죠?
1926,우회전 확인 맞다 ?,우회전 맞으시죠?,우회전 확인 맞다 ?우회전 맞으시죠?
1927,우회전 확인 맞다 ?,우회전 맞으시죠?,우회전 확인 맞다 ?우회전 맞으시죠?
1928,우회전 확인 맞다 ?,우회전 맞으시죠?,우회전 확인 맞다 ?우회전 맞으시죠?
1929,우회전 확인 맞다 ?,우회전 맞으시죠?,우회전 확인 맞다 ?우회전 맞으시죠?
1930,우회전 맞다,우회전이 맞습니다.,우회전 맞다우회전이 맞습니다.
1931,우회전 맞다,우회전이 맞습니다.,우회전 맞다우회전이 맞습니다.
1932,우회전 맞다,우회전이 맞습니다.,우회전 맞다우회전이 맞습니다.
1933,우회전 맞다,우회전이 맞습니다.,우회전 맞다우회전이 맞습니다.
1934,우회전 확인 맞다,우회전이 맞습니다.,우회전 확인 맞다우회전이 맞습니다.
1935,우회전 확인 맞다,우회전이 맞습니다.,우회전 확인 맞다우회전이 맞습니다.
1936,우회전 확인 맞다,우회전이 맞습니다.,우회전 확인 맞다우회전이 맞습니다.
1937,우회전 확인 맞다,우회전이 맞습니다.,우회전 확인 맞다우회전이 맞습니다.
1938,좌회전 맞다 ?,좌회전 맞으시죠?,좌회전 맞다 ?좌회전 맞으시죠?
1939,좌회전 맞다 ?,좌회전 맞으시죠?,좌회전 맞다 ?좌회전 맞으시죠?
1940,좌회전 맞다 ?,좌회전 맞으시죠?,좌회전 맞다 ?좌회전 맞으시죠?
1941,좌회전 맞다 ?,좌회전 맞으시죠?,좌회전 맞다 ?좌회전 맞으시죠?
1942,좌회전 확인 맞다 ?,좌회전 맞으시죠?,좌회전 확인 맞다 ?좌회전 맞으시죠?
1943,좌회전 확인 맞다 ?,좌회전 맞으시죠?,좌회전 확인 맞다 ?좌회전 맞으시죠?
1944,좌회전 확인 맞다 ?,좌회전 맞으시죠?,좌회전 확인 맞다 ?좌회전 맞으시죠?
1945,좌회전 확인 맞다 ?,좌회전 맞으시죠?,좌회전 확인 맞다 ?좌회전 맞으시죠?
1946,좌회전 맞다,좌회전이 맞습니다.,좌회전 맞다좌회전이 맞습니다.
1947,좌회전 맞다,좌회전이 맞습니다.,좌회전 맞다좌회전이 맞습니다.
1948,좌회전 맞다,좌회전이 맞습니다.,좌회전 맞다좌회전이 맞습니다.
1949,좌회전 맞다,좌회전이 맞습니다.,좌회전 맞다좌회전이 맞습니다.
